Date,Description,Amount,Transaction Type,Category,Account Name
05/20/2018,Italian Bistro,35.77,debit,Restaurants,Savings
05/20/2018,Whole Foods,107.83,debit,Groceries,Savings
05/22/2018,Whole Foods,122.81,debit,Groceries,Silver Card
05/24/2018,Whole Foods,41.25,debit,Groceries,Silver Card
05/25/2018,Trader Joe's,124.83,debit,Groceries,Checking
05/25/2018,Whole Foods,145.77,debit,Groceries,Platinum Card
05/28/2018,Target,122.06,debit,Shopping,Silver Card
05/29/2018,Walmart,27.85,debit,Shopping,Savings
06/01/2018,Thai Restaurant,10.14,debit,Restaurants,Silver Card
06/03/2018,Shell,51.89,debit,Gas & Fuel,Platinum Card
06/03/2018,AMC Theaters,149.53,debit,Entertainment,Platinum Card
06/05/2018,Shell,39.94,debit,Gas & Fuel,Platinum Card
06/05/2018,Water Company,24.6,debit,Utilities,Checking
06/06/2018,Peet's Coffee,55.47,debit,Coffee Shops,Savings
06/08/2018,Whole Foods,27.75,debit,Groceries,Savings
06/11/2018,Whole Foods,33.38,debit,Groceries,Checking
06/14/2018,Target,173.37,debit,Shopping,Silver Card
06/15/2018,Netflix,149.2,debit,Entertainment,Platinum Card
06/15/2018,Italian Bistro,19.73,debit,Restaurants,Savings
06/17/2018,Local Bar,175.61,debit,Alcohol & Bars,Platinum Card
06/18/2018,McDonald's,21.85,debit,Fast Food,Silver Card
06/18/2018,BP,87.13,debit,Gas & Fuel,Platinum Card
06/19/2018,Peet's Coffee,52.27,debit,Coffee Shops,Savings
06/21/2018,Italian Bistro,70.52,debit,Restaurants,Checking
06/21/2018,Barbershop,80.42,debit,Haircut,Savings
06/24/2018,Sushi Bar,29.29,debit,Restaurants,Checking
06/26/2018,State Farm,160.9,debit,Auto Insurance,Checking
06/28/2018,Chevron,34.53,debit,Gas & Fuel,Savings
06/29/2018,T-Mobile,153.94,debit,Mobile Phone,Checking
07/01/2018,Subway,7.68,debit,Fast Food,Silver Card
07/03/2018,Target,154.78,debit,Shopping,Savings
07/03/2018,Barbershop,28.08,debit,Haircut,Silver Card
07/06/2018,Whole Foods,57.27,debit,Groceries,Savings
07/07/2018,Payroll,2019.41,credit,Paycheck,Savings
07/09/2018,Home Depot,73.8,debit,Home Improvement,Platinum Card
07/09/2018,Italian Bistro,58.76,debit,Restaurants,Savings
07/09/2018,Walmart,126.6,debit,Shopping,Checking
07/11/2018,Trader Joe's,93.63,debit,Groceries,Checking
07/14/2018,Subway,42.59,debit,Fast Food,Silver Card
07/16/2018,Amazon,126.25,debit,Shopping,Checking
07/18/2018,Trader Joe's,133.56,debit,Groceries,Platinum Card
07/21/2018,Peet's Coffee,18.77,debit,Coffee Shops,Checking
07/24/2018,Spotify,157.94,debit,Music,Savings
07/26/2018,T-Mobile,149.45,debit,Mobile Phone,Platinum Card
07/28/2018,Amazon,145.93,debit,Shopping,Checking
07/31/2018,AMC Theaters,75.23,debit,Entertainment,Platinum Card
08/02/2018,Whole Foods,88.94,debit,Groceries,Platinum Card
08/05/2018,Thai Restaurant,12.32,debit,Restaurants,Checking
08/05/2018,Whole Foods,82.95,debit,Groceries,Checking
08/05/2018,Subway,33.94,debit,Fast Food,Platinum Card
08/06/2018,State Farm,83.46,debit,Auto Insurance,Silver Card
08/07/2018,Sushi Bar,7.03,debit,Restaurants,Checking
08/08/2018,McDonald's,49.39,debit,Fast Food,Silver Card
08/08/2018,Chevron,85.01,debit,Gas & Fuel,Platinum Card
08/10/2018,BP,86.3,debit,Gas & Fuel,Savings
08/10/2018,Shell,60.68,debit,Gas & Fuel,Platinum Card
08/12/2018,Starbucks,61.24,debit,Coffee Shops,Checking
08/15/2018,Electric Company,9.1,debit,Utilities,Savings
08/16/2018,Verizon,83.48,debit,Mobile Phone,Savings
08/18/2018,Thai Restaurant,8.3,debit,Restaurants,Platinum Card
08/20/2018,Netflix,159.89,debit,Entertainment,Platinum Card
08/20/2018,Water Company,37.98,debit,Utilities,Checking
08/21/2018,Subway,61.26,debit,Fast Food,Checking
08/22/2018,Whole Foods,98.25,debit,Groceries,Savings
08/25/2018,Electric Company,13.16,debit,Utilities,Platinum Card
08/28/2018,McDonald's,61.07,debit,Fast Food,Checking
08/28/2018,Water Company,62.35,debit,Utilities,Checking
08/30/2018,AMC Theaters,21.49,debit,Entertainment,Savings
09/01/2018,Shell,92.43,debit,Gas & Fuel,Savings
09/02/2018,Italian Bistro,71.96,debit,Restaurants,Checking
09/03/2018,Safeway,148.89,debit,Groceries,Platinum Card
09/06/2018,Verizon,143.26,debit,Mobile Phone,Silver Card
09/08/2018,Starbucks,5.13,debit,Coffee Shops,Platinum Card
09/10/2018,BP,44.63,debit,Gas & Fuel,Silver Card
09/10/2018,McDonald's,59.82,debit,Fast Food,Savings
09/12/2018,Starbucks,54.52,debit,Coffee Shops,Platinum Card
09/13/2018,Comcast,43.53,debit,Internet,Checking
09/14/2018,Target,28.7,debit,Shopping,Silver Card
09/15/2018,Safeway,76.74,debit,Groceries,Savings
09/17/2018,Comcast,178.22,debit,Internet,Checking
09/17/2018,AT&T Internet,17.28,debit,Internet,Silver Card
09/20/2018,Shell,62.13,debit,Gas & Fuel,Silver Card
09/22/2018,Safeway,144.93,debit,Groceries,Checking
09/24/2018,Sushi Bar,55.61,debit,Restaurants,Silver Card
09/27/2018,Direct Deposit,2699.78,credit,Paycheck,Checking
09/28/2018,State Farm,124.59,debit,Auto Insurance,Platinum Card
09/28/2018,Chipotle,53.57,debit,Fast Food,Savings
10/01/2018,Amazon,91.35,debit,Shopping,Platinum Card
10/03/2018,Peet's Coffee,126.8,debit,Coffee Shops,Savings
10/03/2018,AT&T Internet,138.16,debit,Internet,Silver Card
10/03/2018,Amazon,199.05,debit,Shopping,Checking
10/05/2018,Netflix,144.37,debit,Movies & DVDs,Savings
10/07/2018,Comcast,154.34,debit,Internet,Savings
10/10/2018,Netflix,40.92,debit,Entertainment,Checking
10/13/2018,Peet's Coffee,168.56,debit,Coffee Shops,Checking
10/14/2018,Chipotle,71.46,debit,Fast Food,Silver Card
10/15/2018,State Farm,186.3,debit,Auto Insurance,Silver Card
10/17/2018,Italian Bistro,41.61,debit,Restaurants,Platinum Card
10/20/2018,Shell,42.97,debit,Gas & Fuel,Savings
10/22/2018,T-Mobile,91.02,debit,Mobile Phone,Platinum Card
10/23/2018,Walmart,32.39,debit,Shopping,Checking
10/24/2018,State Farm,168.3,debit,Auto Insurance,Silver Card
10/26/2018,AMC Theaters,105.86,debit,Entertainment,Checking
10/26/2018,Trader Joe's,16.6,debit,Groceries,Checking
10/29/2018,Safeway,78.38,debit,Groceries,Checking
11/01/2018,Thai Restaurant,37.33,debit,Restaurants,Checking
11/01/2018,Whole Foods,116.2,debit,Groceries,Platinum Card
11/02/2018,Whole Foods,120.19,debit,Groceries,Silver Card
11/04/2018,Local Bar,144.64,debit,Alcohol & Bars,Platinum Card
11/06/2018,Local Bar,115.27,debit,Alcohol & Bars,Savings
11/09/2018,Whole Foods,119.21,debit,Groceries,Silver Card
11/12/2018,Whole Foods,132.29,debit,Groceries,Platinum Card
11/14/2018,Amazon,141.29,debit,Shopping,Silver Card
11/17/2018,Target,65.74,debit,Shopping,Silver Card
11/17/2018,Starbucks,190.55,debit,Coffee Shops,Silver Card
11/17/2018,Walmart,102.79,debit,Shopping,Savings
11/19/2018,Spotify,130.65,debit,Music,Silver Card
11/20/2018,Chipotle,30.24,debit,Fast Food,Checking
11/23/2018,Electric Company,108.31,debit,Utilities,Silver Card
11/24/2018,Starbucks,177.39,debit,Coffee Shops,Checking
11/25/2018,Whole Foods,68.51,debit,Groceries,Savings
11/27/2018,AMC Theaters,147.97,debit,Entertainment,Checking
11/29/2018,Chipotle,59.75,debit,Fast Food,Silver Card
11/29/2018,Target,51.01,debit,Shopping,Silver Card
12/02/2018,Safeway,15.28,debit,Groceries,Checking
12/02/2018,Trader Joe's,146.14,debit,Groceries,Savings
12/04/2018,BP,58.18,debit,Gas & Fuel,Checking
12/04/2018,Amazon,142.41,debit,Shopping,Savings
12/05/2018,Shell,83.55,debit,Gas & Fuel,Platinum Card
12/06/2018,Safeway,60.7,debit,Groceries,Silver Card
12/08/2018,Home Depot,47.26,debit,Home Improvement,Silver Card
12/08/2018,Target,48.42,debit,Shopping,Platinum Card
12/11/2018,Whole Foods,17.11,debit,Groceries,Platinum Card
12/14/2018,Direct Deposit,2291.73,credit,Paycheck,Platinum Card
12/17/2018,Chipotle,59.96,debit,Fast Food,Checking
12/19/2018,Verizon,173.66,debit,Mobile Phone,Savings
12/22/2018,Verizon,35.11,debit,Mobile Phone,Checking
12/22/2018,Italian Bistro,78.74,debit,Restaurants,Silver Card
12/24/2018,Peet's Coffee,38.89,debit,Coffee Shops,Platinum Card
12/27/2018,T-Mobile,11.26,debit,Mobile Phone,Silver Card
12/28/2018,Target,130.99,debit,Shopping,Platinum Card
12/29/2018,BP,74.95,debit,Gas & Fuel,Platinum Card
12/29/2018,Netflix,122.74,debit,Entertainment,Checking
12/29/2018,AMC Theaters,62.27,debit,Entertainment,Platinum Card
01/01/2019,Target,57.0,debit,Shopping,Platinum Card
01/04/2019,Italian Bistro,45.18,debit,Restaurants,Platinum Card
01/04/2019,Trader Joe's,39.96,debit,Groceries,Savings
01/06/2019,Comcast,163.2,debit,Internet,Savings
01/06/2019,Verizon,78.39,debit,Mobile Phone,Checking
01/06/2019,Verizon,183.52,debit,Mobile Phone,Silver Card
01/06/2019,Peet's Coffee,84.28,debit,Coffee Shops,Savings
01/08/2019,Thai Restaurant,56.79,debit,Restaurants,Silver Card
01/11/2019,Safeway,52.99,debit,Groceries,Silver Card
01/14/2019,Starbucks,136.88,debit,Coffee Shops,Checking
01/14/2019,Walmart,14.93,debit,Shopping,Savings
01/15/2019,Peet's Coffee,13.72,debit,Coffee Shops,Checking
01/17/2019,Direct Deposit,2378.16,credit,Paycheck,Savings
01/20/2019,Target,169.29,debit,Shopping,Silver Card
01/20/2019,Peet's Coffee,50.73,debit,Coffee Shops,Silver Card
01/23/2019,AMC Theaters,93.9,debit,Entertainment,Checking
01/24/2019,Peet's Coffee,192.63,debit,Coffee Shops,Checking
01/24/2019,Chevron,61.97,debit,Gas & Fuel,Platinum Card
01/25/2019,Thai Restaurant,47.31,debit,Restaurants,Savings
01/26/2019,Trader Joe's,146.81,debit,Groceries,Checking
01/29/2019,Safeway,109.15,debit,Groceries,Savings
02/01/2019,Local Bar,128.9,debit,Alcohol & Bars,Checking
02/04/2019,AT&T Internet,131.21,debit,Internet,Silver Card
02/04/2019,Thai Restaurant,16.04,debit,Restaurants,Savings
02/04/2019,Direct Deposit,2608.48,credit,Paycheck,Platinum Card
02/04/2019,Peet's Coffee,171.59,debit,Coffee Shops,Platinum Card
02/07/2019,Subway,46.97,debit,Fast Food,Platinum Card
02/08/2019,Barbershop,65.19,debit,Haircut,Platinum Card
02/11/2019,Whole Foods,35.08,debit,Groceries,Savings
02/14/2019,Italian Bistro,65.67,debit,Restaurants,Silver Card
02/17/2019,Chevron,63.34,debit,Gas & Fuel,Platinum Card
02/20/2019,Trader Joe's,147.68,debit,Groceries,Checking
02/20/2019,Sushi Bar,25.31,debit,Restaurants,Silver Card
02/20/2019,AT&T Internet,59.77,debit,Internet,Silver Card
02/21/2019,Electric Company,193.31,debit,Utilities,Silver Card
02/22/2019,Shell,59.17,debit,Gas & Fuel,Checking
02/24/2019,AMC Theaters,62.71,debit,Entertainment,Checking
02/24/2019,Home Depot,117.95,debit,Home Improvement,Savings
02/27/2019,Peet's Coffee,54.99,debit,Coffee Shops,Silver Card
02/27/2019,Water Company,153.51,debit,Utilities,Platinum Card
03/02/2019,Water Company,164.23,debit,Utilities,Checking
03/04/2019,Shell,87.14,debit,Gas & Fuel,Platinum Card
03/07/2019,Chipotle,71.09,debit,Fast Food,Platinum Card
03/09/2019,AMC Theaters,160.41,debit,Entertainment,Checking
03/10/2019,Local Bar,79.16,debit,Alcohol & Bars,Platinum Card
03/11/2019,Home Depot,23.7,debit,Home Improvement,Checking
03/14/2019,Safeway,85.91,debit,Groceries,Checking
03/17/2019,Local Bar,64.83,debit,Alcohol & Bars,Checking
03/19/2019,Walmart,25.44,debit,Shopping,Checking
03/19/2019,Safeway,135.51,debit,Groceries,Platinum Card
03/22/2019,Subway,66.84,debit,Fast Food,Checking
03/22/2019,State Farm,78.61,debit,Auto Insurance,Checking
03/24/2019,T-Mobile,16.32,debit,Mobile Phone,Platinum Card
03/26/2019,AT&T Internet,135.49,debit,Internet,Platinum Card
03/26/2019,Safeway,61.05,debit,Groceries,Savings
03/29/2019,Safeway,66.72,debit,Groceries,Platinum Card
03/29/2019,Local Bar,124.06,debit,Alcohol & Bars,Checking
03/31/2019,Subway,71.7,debit,Fast Food,Silver Card
04/02/2019,Verizon,194.34,debit,Mobile Phone,Checking
04/02/2019,AT&T Internet,84.56,debit,Internet,Platinum Card
04/05/2019,Walmart,167.86,debit,Shopping,Platinum Card
04/07/2019,Starbucks,39.1,debit,Coffee Shops,Checking
04/09/2019,Water Company,109.66,debit,Utilities,Platinum Card
04/12/2019,Spotify,142.63,debit,Music,Savings
04/15/2019,Trader Joe's,65.73,debit,Groceries,Checking
04/16/2019,Amazon Video,17.19,debit,Movies & DVDs,Silver Card
04/19/2019,Local Bar,96.77,debit,Alcohol & Bars,Checking
04/20/2019,Sushi Bar,45.99,debit,Restaurants,Savings
04/20/2019,Amazon,124.46,debit,Shopping,Silver Card
04/21/2019,Sushi Bar,50.2,debit,Restaurants,Silver Card
04/22/2019,Peet's Coffee,50.91,debit,Coffee Shops,Silver Card
04/25/2019,Walmart,174.92,debit,Shopping,Savings
04/25/2019,Chevron,60.8,debit,Gas & Fuel,Platinum Card
04/26/2019,Chevron,97.1,debit,Gas & Fuel,Savings
04/28/2019,State Farm,41.1,debit,Auto Insurance,Savings
04/29/2019,Chevron,89.74,debit,Gas & Fuel,Platinum Card
05/01/2019,Local Bar,147.26,debit,Alcohol & Bars,Platinum Card
05/04/2019,Netflix,120.53,debit,Entertainment,Silver Card
05/06/2019,Spotify,94.92,debit,Music,Savings
05/08/2019,AMC Theaters,83.47,debit,Entertainment,Savings
05/10/2019,Netflix,191.01,debit,Entertainment,Platinum Card
05/11/2019,Amazon,180.02,debit,Shopping,Checking
05/11/2019,Verizon,189.67,debit,Mobile Phone,Checking
05/14/2019,Italian Bistro,61.49,debit,Restaurants,Platinum Card
05/15/2019,Home Depot,98.36,debit,Home Improvement,Platinum Card
05/17/2019,BP,39.83,debit,Gas & Fuel,Checking
05/20/2019,Whole Foods,117.63,debit,Groceries,Savings
05/23/2019,T-Mobile,143.08,debit,Mobile Phone,Savings
05/24/2019,Home Depot,106.45,debit,Home Improvement,Savings
05/26/2019,Chipotle,27.19,debit,Fast Food,Platinum Card
05/29/2019,State Farm,83.05,debit,Auto Insurance,Platinum Card
05/30/2019,Starbucks,98.04,debit,Coffee Shops,Savings
05/30/2019,Netflix,173.44,debit,Entertainment,Silver Card
05/30/2019,Water Company,121.19,debit,Utilities,Silver Card
06/02/2019,Chipotle,32.42,debit,Fast Food,Platinum Card
06/02/2019,Comcast,15.2,debit,Internet,Silver Card
06/04/2019,Barbershop,7.55,debit,Haircut,Silver Card
06/07/2019,BP,50.87,debit,Gas & Fuel,Platinum Card
06/10/2019,Water Company,10.45,debit,Utilities,Platinum Card
06/10/2019,Comcast,163.4,debit,Internet,Savings
06/12/2019,Starbucks,112.36,debit,Coffee Shops,Savings
06/14/2019,Amazon,107.66,debit,Shopping,Savings
06/15/2019,AT&T Internet,191.38,debit,Internet,Platinum Card
06/15/2019,Safeway,116.74,debit,Groceries,Checking
06/18/2019,Local Bar,95.04,debit,Alcohol & Bars,Savings
06/20/2019,Peet's Coffee,21.77,debit,Coffee Shops,Checking
06/22/2019,BP,44.96,debit,Gas & Fuel,Checking
06/22/2019,Electric Company,181.26,debit,Utilities,Silver Card
06/22/2019,AMC Theaters,45.35,debit,Entertainment,Platinum Card
06/22/2019,Chipotle,71.63,debit,Fast Food,Savings
06/22/2019,BP,44.38,debit,Gas & Fuel,Silver Card
06/24/2019,Starbucks,40.95,debit,Coffee Shops,Silver Card
06/24/2019,AMC Theaters,198.84,debit,Entertainment,Platinum Card
06/24/2019,Payroll,1848.62,credit,Paycheck,Savings
06/27/2019,Amazon,84.48,debit,Shopping,Savings
06/29/2019,AMC Theaters,22.07,debit,Entertainment,Checking
07/01/2019,Verizon,75.0,debit,Mobile Phone,Checking
07/02/2019,Chipotle,31.72,debit,Fast Food,Silver Card
07/05/2019,Walmart,188.09,debit,Shopping,Checking
07/07/2019,State Farm,103.3,debit,Auto Insurance,Platinum Card
07/08/2019,Comcast,192.68,debit,Internet,Checking
07/10/2019,Thai Restaurant,33.43,debit,Restaurants,Checking
07/13/2019,Peet's Coffee,45.96,debit,Coffee Shops,Silver Card
07/15/2019,BP,32.11,debit,Gas & Fuel,Platinum Card
07/15/2019,McDonald's,76.9,debit,Fast Food,Checking
07/15/2019,Electric Company,15.94,debit,Utilities,Checking
07/18/2019,Whole Foods,146.41,debit,Groceries,Savings
07/18/2019,Thai Restaurant,35.49,debit,Restaurants,Savings
07/20/2019,Chevron,51.13,debit,Gas & Fuel,Platinum Card
07/20/2019,Peet's Coffee,177.82,debit,Coffee Shops,Checking
07/21/2019,AT&T Internet,138.03,debit,Internet,Silver Card
07/21/2019,Electric Company,187.85,debit,Utilities,Silver Card
07/22/2019,Chipotle,70.09,debit,Fast Food,Silver Card
07/23/2019,Electric Company,27.63,debit,Utilities,Checking
07/26/2019,Chevron,83.48,debit,Gas & Fuel,Silver Card
07/29/2019,BP,67.33,debit,Gas & Fuel,Silver Card
07/30/2019,Italian Bistro,30.19,debit,Restaurants,Silver Card
08/01/2019,Peet's Coffee,66.2,debit,Coffee Shops,Silver Card
08/02/2019,Italian Bistro,46.8,debit,Restaurants,Savings
08/04/2019,Netflix,39.5,debit,Entertainment,Silver Card
08/05/2019,Electric Company,51.92,debit,Utilities,Savings
08/08/2019,Spotify,20.77,debit,Music,Silver Card
08/09/2019,McDonald's,72.09,debit,Fast Food,Silver Card
08/12/2019,Whole Foods,88.79,debit,Groceries,Silver Card
08/15/2019,Water Company,13.14,debit,Utilities,Silver Card
08/17/2019,Walmart,153.77,debit,Shopping,Checking
08/17/2019,Subway,50.12,debit,Fast Food,Savings
08/19/2019,AT&T Internet,121.99,debit,Internet,Checking
08/20/2019,BP,52.91,debit,Gas & Fuel,Platinum Card
08/20/2019,State Farm,38.89,debit,Auto Insurance,Checking
08/23/2019,Shell,77.91,debit,Gas & Fuel,Silver Card
08/24/2019,Home Depot,105.09,debit,Home Improvement,Checking
08/24/2019,Water Company,75.43,debit,Utilities,Checking
08/24/2019,Verizon,157.09,debit,Mobile Phone,Platinum Card
08/26/2019,Chipotle,68.24,debit,Fast Food,Silver Card
08/29/2019,BP,83.15,debit,Gas & Fuel,Savings
08/31/2019,Verizon,29.5,debit,Mobile Phone,Silver Card
08/31/2019,Peet's Coffee,196.48,debit,Coffee Shops,Savings
08/31/2019,Local Bar,99.31,debit,Alcohol & Bars,Checking
08/31/2019,Netflix,35.01,debit,Movies & DVDs,Savings
09/01/2019,Subway,32.67,debit,Fast Food,Checking
09/03/2019,McDonald's,19.65,debit,Fast Food,Checking
09/04/2019,Sushi Bar,37.97,debit,Restaurants,Platinum Card
09/06/2019,Walmart,117.57,debit,Shopping,Savings
09/09/2019,AMC Theaters,141.17,debit,Entertainment,Silver Card
09/12/2019,State Farm,39.74,debit,Auto Insurance,Savings
09/15/2019,Amazon,104.7,debit,Shopping,Checking
09/18/2019,Electric Company,169.14,debit,Utilities,Platinum Card
09/18/2019,Walmart,8.53,debit,Shopping,Checking
09/20/2019,Chevron,36.16,debit,Gas & Fuel,Silver Card
09/21/2019,Trader Joe's,121.56,debit,Groceries,Checking
09/24/2019,Starbucks,170.84,debit,Coffee Shops,Checking
09/24/2019,Thai Restaurant,31.13,debit,Restaurants,Silver Card
09/27/2019,Safeway,36.65,debit,Groceries,Checking
09/29/2019,Netflix,18.98,debit,Entertainment,Silver Card
09/30/2019,Payroll,2343.44,credit,Paycheck,Platinum Card
10/03/2019,Home Depot,81.71,debit,Home Improvement,Silver Card
10/03/2019,AMC Theaters,35.44,debit,Entertainment,Savings
10/04/2019,Verizon,58.65,debit,Mobile Phone,Platinum Card
10/04/2019,Safeway,51.36,debit,Groceries,Savings
10/04/2019,Trader Joe's,92.85,debit,Groceries,Checking
10/04/2019,Chevron,23.73,debit,Gas & Fuel,Savings
10/05/2019,Walmart,143.99,debit,Shopping,Savings
10/07/2019,Safeway,100.64,debit,Groceries,Platinum Card
10/10/2019,Target,108.93,debit,Shopping,Savings
10/13/2019,McDonald's,9.22,debit,Fast Food,Savings
10/16/2019,Safeway,42.77,debit,Groceries,Savings
10/16/2019,Italian Bistro,25.94,debit,Restaurants,Savings
10/19/2019,Netflix,59.97,debit,Entertainment,Checking
10/20/2019,T-Mobile,176.15,debit,Mobile Phone,Silver Card
10/22/2019,AT&T Internet,31.55,debit,Internet,Savings
10/24/2019,Shell,59.87,debit,Gas & Fuel,Checking
10/26/2019,Electric Company,71.94,debit,Utilities,Checking
10/27/2019,BP,83.42,debit,Gas & Fuel,Platinum Card
10/30/2019,Water Company,85.21,debit,Utilities,Platinum Card
10/30/2019,Whole Foods,55.83,debit,Groceries,Silver Card
10/31/2019,Target,136.34,debit,Shopping,Checking
11/03/2019,Amazon,187.77,debit,Shopping,Platinum Card
11/04/2019,Netflix,20.06,debit,Entertainment,Savings
11/05/2019,Thai Restaurant,29.98,debit,Restaurants,Checking
11/06/2019,Safeway,126.98,debit,Groceries,Platinum Card
11/09/2019,AMC Theaters,47.22,debit,Entertainment,Savings
